#,,base:cevent_vision_dom-child-inhand_child,,,,,cevent_eye_roi_child,,,,,,cevent_eye_roi_parent,,,,,,cont_vision_size_obj#_child,,,
#,,,,,,,individual_prop,,individual_mean_dur,,individual_freq,,individual_prop,,individual_mean_dur,,individual_freq,,individual_mean,,individual_median,
#,,,,,,,target,other,target,other,target,other,target,other,target,other,target,other,target,other,target,other
#subID,expID,onset,offset,category,trialsID,instanceID,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all
1201,12,499.7,500.67,10,2,74,1,0,0.9666,0,62.073,0,0,0.86206,0,0.27776,0,186.22,0.20082,0.034156,0.20635,0.033531
1201,12,502.87,502.93,10,2,75,0.5,0.5,0.0333,0.0333,900.9,900.9,1,0,0.0666,0,900.9,0,0.14557,0.052767,0.14557,0.052767
1201,12,503.33,503.53,10,2,76,0.50017,0,0.10003,0,300,0,0,0,0,0,0,0,0.21866,0.055136,0.2259,0.055482
1201,12,507.57,507.7,10,2,77,1,0,0.1333,0,450.11,0,0,1,0,0.1333,0,450.11,0.20866,0.058669,0.20969,0.059118
1201,12,508.03,508.13,10,2,78,1,0,0.1,0,600,0,0,1,0,0.1,0,600,0.14652,0.063105,0.14627,0.062901
1201,12,508.43,508.53,10,2,79,1,0,0.1,0,600,0,0,1,0,0.1,0,600,0.20135,0.058347,0.19694,0.058299
1201,12,509.43,510.93,10,2,80,1,0,1.5,0,40,0,0,0.95556,0,0.71667,0,80,0.17774,0.045144,0.18182,0.04493
1201,12,511.23,511.43,10,2,81,1,0,0.2,0,300,0,0,1,0,0.2,0,300,0.11276,0.034769,0.11348,0.034956
1201,12,511.57,512,10,2,82,1,0,0.4333,0,138.47,0,0,1,0,0.4333,0,138.47,0.12399,0.034531,0.12196,0.034678
1201,12,512.3,512.5,10,2,83,1,0,0.2,0,300,0,0,1,0,0.2,0,300,0.13721,0.038353,0.13732,0.038141
1201,12,514,514.13,10,2,84,1,0,0.1333,0,450.11,0,0,1,0,0.1333,0,450.11,0.1633,0.051266,0.16481,0.051354
1201,12,514.43,514.93,10,2,85,1,0,0.5,0,120,0,0,1,0,0.5,0,120,0.2744,0.046772,0.27995,0.046206
1201,12,516.8,516.93,10,2,86,0,1,0,0.1333,0,450.11,0,1,0,0.1333,0,450.11,0.18769,0.060796,0.18865,0.060518
1201,12,517,517.4,10,2,87,0,1,0,0.4,0,150,0,1,0,0.4,0,150,0.14355,0.057581,0.14276,0.05636
1201,12,518.67,519.7,10,2,88,1,0,1.0333,0,58.066,0,0,1,0,1.0333,0,58.066,0.20915,0.053319,0.19332,0.05284
1201,12,519.8,519.93,10,2,89,1,0,0.1333,0,450.11,0,0,1,0,0.1333,0,450.11,0.11347,0.045209,0.11478,0.045225
1201,12,520.17,520.37,10,2,90,1,0,0.1999,0,300.15,0,0,1,0,0.1999,0,300.15,0.14056,0.044387,0.15132,0.044376
1201,12,520.5,520.87,10,2,91,1,0,0.3666,0,163.67,0,0,1,0,0.3666,0,163.67,0.141,0.058437,0.14547,0.058372
1201,12,521.83,521.93,10,2,92,1,0,0.1,0,600,0,0,1,0,0.1,0,600,0.11514,0.05498,0.11367,0.055117
1201,12,525.03,525.83,21,2,93,1,0,0.8,0,75,0,1,0,0.8,0,75,0,0.29063,0.025289,0.26703,0.020495
1201,12,525.87,525.9,21,2,94,1,0,0.0333,0,1801.8,0,1,0,0.0333,0,1801.8,0,0,0,0,0
1201,12,526,526.1,21,2,95,1,0,0.1,0,600,0,1,0,0.1,0,600,0,0.12827,0.027448,0.099544,0.026804
1201,12,526.13,527.8,21,2,96,1,0,1.6667,0,35.999,0,1,0,1.6667,0,35.999,0,0.26859,0.027523,0.26405,0.027362
1201,12,527.83,527.9,21,2,97,0,0,0,0,0,0,1,0,0.0667,0,899.55,0,0.15083,0.036816,0.15083,0.036816
1201,12,533.3,533.67,21,2,98,1,0,0.3666,0,163.67,0,0,0,0,0,0,0,0.36767,0.031939,0.39195,0.029529
1201,12,534.2,534.37,21,2,99,1,0,0.1666,0,360.14,0,0.59984,0,0.099933,0,360.14,0,0.17687,0.024112,0.1691,0.022977
1201,12,534.4,534.47,21,2,100,1,0,0.0666,0,900.9,0,1,0,0.0666,0,900.9,0,0.16848,0.031488,0.16848,0.031488
1201,12,534.6,534.63,21,2,101,1,0,0.0333,0,1801.8,0,1,0,0.0333,0,1801.8,0,0.10283,0.023428,0.10283,0.023428
1201,12,534.97,535.13,21,2,102,1,0,0.1666,0,360.14,0,1,0,0.1666,0,360.14,0,0.11347,0.044376,0.11396,0.043664
1201,12,535.43,535.5,21,2,103,1,0,0.0667,0,899.55,0,1,0,0.0667,0,899.55,0,0.10609,0.026434,0.10609,0.026434
1201,12,535.57,535.6,21,2,104,1,0,0.0333,0,1801.8,0,1,0,0.0333,0,1801.8,0,0,0,0,0
1201,12,535.8,536.07,21,2,105,1,0,0.2666,0,225.06,0,1,0,0.2666,0,225.06,0,0.15855,0.02617,0.15883,0.025626
1201,12,536.1,536.17,21,2,106,1,0,0.0666,0,900.9,0,1,0,0.0666,0,900.9,0,0.088698,0.029221,0.088698,0.029221
1201,12,536.23,536.33,21,2,107,1,0,0.1,0,600,0,1,0,0.1,0,600,0,0.18596,0.028391,0.20193,0.027033
1201,12,536.4,536.53,21,2,108,1,0,0.1333,0,450.11,0,1,0,0.1333,0,450.11,0,0.20598,0.032121,0.18985,0.029917
1201,12,537.9,538.07,21,2,109,0,0,0,0,0,0,0,0,0,0,0,0,0.19847,0.034956,0.22028,0.035056
1201,12,538.8,538.97,21,2,110,0,0,0,0,0,0,0,0,0,0,0,0,0.36237,0.06216,0.34079,0.055117
1201,12,539.03,539.7,21,2,111,0,0,0,0,0,0,0,0.85001,0,0.28335,0,179.99,0.49566,0.035767,0.50542,0.035177
1201,12,539.73,539.9,21,2,112,0,0,0,0,0,0,0,1,0,0.1667,0,359.93,0.35535,0.031868,0.36205,0.032243
1201,12,539.93,540.8,21,2,113,0,0.07692,0,0.066667,0,69.228,0,1,0,0.8667,0,69.228,0.27043,0.034493,0.28073,0.035101
1201,12,555.23,555.27,15,2,114,0,1,0,0.0333,0,1801.8,0,1,0,0.0333,0,1801.8,0.29961,0.069565,0.29961,0.069565
1201,12,555.4,555.57,15,2,115,0,1,0,0.1666,0,360.14,0,0,0,0,0,0,0.42339,0.033406,0.43721,0.034769
1201,12,555.6,555.63,15,2,116,0,1,0,0.0333,0,1801.8,0,0,0,0,0,0,0.38281,0.016659,0.38281,0.016659
1201,12,555.73,555.77,15,2,117,0,1,0,0.0333,0,1801.8,0,0,0,0,0,0,0.33975,0.10016,0.33975,0.10016
1201,12,555.8,556,15,2,118,0,1,0,0.2,0,300,0,0,0,0,0,0,0.48689,0.031061,0.50252,0.02699
1201,12,556.27,556.4,15,2,119,0,1,0,0.1333,0,450.11,0.50013,0,0.066667,0,450.11,0,0.32384,0.067735,0.31052,0.076359
1201,12,556.5,556.57,15,2,120,0,1,0,0.0666,0,900.9,1,0,0.0666,0,900.9,0,0.44918,0.03334,0.44918,0.03334
1201,12,557.23,557.27,15,2,121,0,1,0,0.0333,0,1801.8,0,0,0,0,0,0,0.44746,0.068032,0.44746,0.068032
1201,12,557.3,557.43,15,2,122,0,1,0,0.1333,0,450.11,0,0.74994,0,0.099967,0,450.11,0.4716,0.074864,0.46044,0.073099
1201,12,561.57,561.67,15,2,123,0,1,0,0.0999,0,600.6,0,1,0,0.0999,0,600.6,0.48018,0.062464,0.48018,0.062464
1201,12,562.33,562.53,15,2,124,0,1,0,0.2,0,300,0,1,0,0.2,0,300,0.35616,0.022795,0.33554,0.020263
1201,12,563.33,563.37,15,2,125,0,0,0,0,0,0,0,1,0,0.0333,0,1801.8,0.13106,0.043396,0.13106,0.043396
1201,12,564.8,564.83,15,2,126,0,1,0,0.0333,0,1801.8,0,1,0,0.0333,0,1801.8,0.15361,0.030372,0.15361,0.030372
1201,12,565.07,565.1,15,2,127,0,1,0,0.0333,0,1801.8,0,0,0,0,0,0,0,0,0,0
1201,12,565.13,565.17,15,2,128,0,1,0,0.0333,0,1801.8,0,0,0,0,0,0,0.29742,0.024811,0.29742,0.024811
1201,12,565.2,565.27,15,2,129,0,1,0,0.0666,0,900.9,0,1,0,0.0666,0,900.9,0.11215,0.018536,0.11215,0.018536
